Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ApplicantIncome_log,LoanAmount_log,Year,InterestRate
Male,Yes,1,Not Graduate,No,3500,1083.0,135000.0,360.0,1.0,Urban,1,8.160518247477505,11.813030057420567,2017,2.3274999999999997
Male,Yes,2,Not Graduate,No,3917,0.0,124000.0,360.0,1.0,Semiurban,1,8.27308133366583,11.728036844587175,2022,2.1725
Female,No,0,Not Graduate,No,4408,0.0,120000.0,360.0,1.0,Semiurban,1,8.391176350832751,11.695247021764184,2018,2.185
Female,No,0,Graduate,No,3244,0.0,80000.0,360.0,1.0,Urban,1,8.084562415235304,11.289781913656018,2022,2.1725
Male,No,0,Not Graduate,No,3975,2531.0,55000.0,360.0,1.0,Rural,1,8.287780027088433,10.915088464214607,2024,4.5175
Male,No,0,Graduate,No,2479,0.0,59000.0,360.0,1.0,Urban,1,7.8156105320351905,10.985292722887856,2019,2.0125
Male,No,0,Graduate,No,3418,0.0,127000.0,360.0,1.0,Semiurban,0,8.136810863675537,11.751942365440728,2016,2.51
Female,No,0,Graduate,No,10000,0.0,214000.0,360.0,1.0,Semiurban,0,9.210340371976184,12.273731294003989,2017,2.3274999999999997
Male,Yes,3+,Graduate,No,3430,1250.0,128000.0,360.0,0.0,Semiurban,0,8.140315540159985,11.759785542901755,2016,2.51
Male,Yes,1,Graduate,Yes,7787,0.0,240000.0,360.0,1.0,Urban,1,8.960210955576986,12.388394202324129,2020,1.855
Male,Yes,3+,Not Graduate,Yes,5703,0.0,130000.0,360.0,1.0,Rural,1,8.648747631156539,11.77528972943772,2020,1.855
Male,Yes,0,Graduate,No,3173,3021.0,137000.0,360.0,1.0,Urban,1,8.062432791583195,11.827736204810263,2022,2.1725
Male,Yes,3+,Not Graduate,No,3850,983.0,100000.0,360.0,1.0,Semiurban,1,8.25582842728183,11.512925464970229,2024,4.5175
Male,Yes,0,Graduate,No,150,1800.0,135000.0,360.0,1.0,Rural,0,5.0106352940962555,11.813030057420567,2024,4.5175
Male,Yes,0,Graduate,No,3727,1775.0,131000.0,360.0,1.0,Semiurban,1,8.223358899479258,11.782952602183288,2018,2.185
Male,Yes,2,Graduate,No,5000,0.0,72000.0,360.0,0.0,Semiurban,0,8.517193191416238,11.184421397998193,2018,2.185
Female,Yes,2,Graduate,No,4283,2383.0,127000.0,360.0,1.0,Semiurban,1,8.36240897761537,11.751942365440728,2018,2.185
Male,Yes,0,Graduate,No,2221,0.0,60000.0,360.0,0.0,Urban,0,7.7057128238944275,11.002099841204238,2019,2.0125
Male,Yes,2,Graduate,No,4009,1717.0,116000.0,360.0,1.0,Semiurban,1,8.296297112642508,11.661345470088502,2023,4.51
Male,No,0,Graduate,No,2971,2791.0,144000.0,360.0,1.0,Semiurban,1,7.9966538754626075,11.877568578558138,2021,1.8275000000000001
Male,Yes,0,Graduate,No,7578,1010.0,175000.0,360.0,1.0,Semiurban,1,8.933004591578547,12.072541252905651,2023,4.51
Male,Yes,0,Graduate,No,6250,0.0,128000.0,360.0,1.0,Semiurban,1,8.740336742730447,11.759785542901755,2016,2.51
Male,Yes,0,Graduate,No,3250,0.0,170000.0,360.0,1.0,Rural,0,8.086410275323782,12.043553716032399,2023,4.51
Male,Yes,0,Not Graduate,Yes,4735,0.0,138000.0,360.0,1.0,Urban,0,8.462737005620179,11.835008964139341,2019,2.0125
Male,Yes,2,Graduate,No,6250,1695.0,210000.0,360.0,1.0,Semiurban,1,8.740336742730447,12.254862809699606,2016,2.51
Male,Yes,0,Graduate,No,4758,0.0,158000.0,480.0,1.0,Semiurban,1,8.467582690862903,11.970350312009105,2023,4.51
Male,No,0,Graduate,Yes,6400,0.0,200000.0,360.0,1.0,Rural,1,8.764053269347762,12.206072645530174,2019,2.0125
Male,Yes,1,Graduate,No,2491,2054.0,104000.0,360.0,1.0,Semiurban,1,7.820439515262181,11.55214617812351,2021,1.8275000000000001
Male,Yes,0,Graduate,No,3716,0.0,42000.0,180.0,1.0,Rural,1,8.22040309993373,10.645424897265505,2023,4.51
Male,No,0,Not Graduate,No,3189,2598.0,120000.0,360.0,1.0,Rural,1,8.067462667010057,11.695247021764184,2019,2.0125
Female,No,0,Graduate,No,8333,0.0,280000.0,360.0,1.0,Semiurban,1,9.027978814382207,12.542544882151386,2018,2.185
Male,Yes,1,Graduate,No,3155,1779.0,140000.0,360.0,1.0,Semiurban,1,8.056743774975313,11.84939770159144,2024,4.5175
Male,Yes,1,Graduate,No,5500,1260.0,170000.0,360.0,1.0,Rural,1,8.612503371220562,12.043553716032399,2018,2.185
Male,Yes,0,Graduate,No,5746,0.0,255000.0,360.0,1.0,Urban,0,8.656259239539235,12.449018824140563,2024,4.5175
Female,No,0,Graduate,Yes,3463,0.0,122000.0,360.0,1.0,Urban,1,8.149890544402423,11.711776323715394,2017,2.3274999999999997
Female,No,1,Graduate,No,3812,0.0,112000.0,360.0,1.0,Rural,1,8.245909264774093,11.626254150277232,2017,2.3274999999999997
Male,Yes,1,Graduate,No,3315,0.0,96000.0,360.0,1.0,Semiurban,1,8.106212902619962,11.472103470449973,2017,2.3274999999999997
Male,Yes,2,Graduate,No,5819,5000.0,120000.0,360.0,1.0,Rural,1,8.66888370465667,11.695247021764184,2021,1.8275000000000001
Male,Yes,1,Not Graduate,No,2510,1983.0,140000.0,180.0,1.0,Urban,0,7.828038032125829,11.84939770159144,2018,2.185
Male,No,0,Graduate,No,2965,5701.0,155000.0,60.0,1.0,Urban,1,7.994632311431825,11.951180395901384,2024,4.5175
Male,Yes,2,Graduate,Yes,6250,1300.0,108000.0,360.0,1.0,Rural,1,8.740336742730447,11.589886506106357,2019,2.0125
Male,Yes,0,Not Graduate,No,3406,4417.0,123000.0,360.0,1.0,Semiurban,1,8.133293861222633,11.719939634354555,2016,2.51
Male,No,0,Graduate,Yes,6050,4333.0,120000.0,180.0,1.0,Urban,0,8.707813551024888,11.695247021764184,2019,2.0125
Male,Yes,2,Graduate,No,9703,0.0,112000.0,360.0,1.0,Urban,1,9.1801903950253,11.626254150277232,2016,2.51
Male,Yes,1,Not Graduate,No,6608,0.0,137000.0,180.0,1.0,Urban,1,8.796036315200814,11.827736204810263,2020,1.855
Male,Yes,1,Graduate,No,2882,1843.0,123000.0,480.0,1.0,Semiurban,1,7.966239776559467,11.719939634354555,2019,2.0125
Male,Yes,0,Graduate,No,1809,1868.0,90000.0,360.0,1.0,Urban,1,7.500529485395295,11.407564949312402,2023,4.51
Male,Yes,0,Not Graduate,No,1668,3890.0,201000.0,360.0,0.0,Semiurban,0,7.419380582918692,12.211060187041213,2023,4.51
Female,No,2,Graduate,No,3427,0.0,138000.0,360.0,1.0,Urban,0,8.139440521874608,11.835008964139341,2022,2.1725
Male,No,0,Not Graduate,Yes,2583,2167.0,104000.0,360.0,1.0,Rural,1,7.8567067930958405,11.55214617812351,2018,2.185
Male,Yes,1,Not Graduate,No,2661,7101.0,279000.0,180.0,1.0,Semiurban,1,7.886457270977689,12.538967060803502,2016,2.51
Male,No,0,Graduate,Yes,16250,0.0,192000.0,360.0,0.0,Urban,0,9.695848187757884,12.165250651009918,2016,2.51
Female,No,3+,Graduate,No,3083,0.0,255000.0,360.0,1.0,Rural,1,8.03365842788615,12.449018824140563,2018,2.185
Male,No,0,Not Graduate,No,6045,0.0,115000.0,360.0,0.0,Rural,0,8.706986763048892,11.652687407345388,2021,1.8275000000000001
Male,Yes,3+,Graduate,No,5250,0.0,94000.0,360.0,1.0,Urban,0,8.565983355585669,11.451050061252142,2022,2.1725
Male,Yes,0,Graduate,No,14683,2100.0,304000.0,360.0,1.0,Rural,0,9.594445640962938,12.624782980388359,2021,1.8275000000000001
Male,Yes,3+,Not Graduate,No,4931,0.0,128000.0,360.0,1.0,Semiurban,0,8.503297086224126,11.759785542901755,2021,1.8275000000000001
Male,Yes,1,Graduate,No,6083,4250.0,330000.0,360.0,1.0,Urban,1,8.713253274320705,12.706847933442663,2021,1.8275000000000001
Male,No,0,Graduate,No,2060,2209.0,134000.0,360.0,1.0,Semiurban,1,7.630461261783627,11.805595078933049,2018,2.185
Female,No,1,Graduate,No,3481,0.0,155000.0,36.0,1.0,Semiurban,0,8.15507488781144,11.951180395901384,2021,1.8275000000000001
Female,No,0,Graduate,No,7200,0.0,120000.0,360.0,1.0,Rural,1,8.881836305004146,11.695247021764184,2023,4.51
Male,No,0,Graduate,Yes,5166,0.0,128000.0,360.0,1.0,Semiurban,1,8.549853973655786,11.759785542901755,2017,2.3274999999999997
Male,No,0,Graduate,No,4095,3447.0,151000.0,360.0,1.0,Rural,1,8.31752199628717,11.925035115797062,2020,1.855
Male,Yes,2,Graduate,No,4708,1387.0,150000.0,360.0,1.0,Semiurban,1,8.457018468380168,11.918390573078392,2016,2.51
Male,Yes,3+,Graduate,No,4333,1811.0,160000.0,360.0,0.0,Urban,1,8.374015421739909,11.982929094215963,2016,2.51
Female,No,0,Graduate,No,3418,0.0,135000.0,360.0,1.0,Rural,0,8.136810863675537,11.813030057420567,2020,1.855
Female,No,1,Graduate,No,2876,1560.0,90000.0,360.0,1.0,Urban,1,7.964155718840937,11.407564949312402,2018,2.185
Female,No,0,Graduate,No,3237,0.0,30000.0,360.0,1.0,Urban,1,8.082402253926244,10.308952660644293,2019,2.0125
Male,Yes,0,Graduate,No,11146,0.0,136000.0,360.0,1.0,Urban,1,9.318835968129482,11.820410164718188,2018,2.185
Male,No,0,Graduate,No,2833,1857.0,126000.0,360.0,1.0,Rural,1,7.949091499830517,11.744037185933616,2016,2.51
Male,Yes,0,Graduate,No,2620,2223.0,150000.0,360.0,1.0,Semiurban,1,7.8709295967551425,11.918390573078392,2016,2.51
Male,Yes,2,Graduate,No,3900,0.0,90000.0,360.0,1.0,Semiurban,1,8.268731832117737,11.407564949312402,2020,1.855
Male,Yes,1,Graduate,No,2750,1842.0,115000.0,360.0,1.0,Semiurban,1,7.919356190660617,11.652687407345388,2021,1.8275000000000001
Male,Yes,0,Graduate,No,3993,3274.0,207000.0,360.0,1.0,Semiurban,1,8.292298107063221,12.240474072247506,2018,2.185
Male,Yes,0,Graduate,No,3103,1300.0,80000.0,360.0,1.0,Urban,1,8.04012466444838,11.289781913656018,2024,4.5175
Male,Yes,0,Graduate,No,14583,0.0,436000.0,360.0,1.0,Semiurban,1,9.587611745713565,12.985397522331171,2020,1.855
Female,Yes,0,Not Graduate,No,4100,0.0,124000.0,360.0,1.0,Rural,1,8.318742252692399,11.728036844587175,2023,4.51
Male,No,1,Not Graduate,Yes,4053,2426.0,158000.0,360.0,0.0,Urban,0,8.307212626628308,11.970350312009105,2016,2.51
Male,Yes,0,Graduate,No,3927,800.0,112000.0,360.0,1.0,Semiurban,1,8.27563105457801,11.626254150277232,2020,1.855
Male,Yes,2,Graduate,No,2301,985.7999878,78000.0,180.0,1.0,Urban,1,7.741099090035366,11.26446410567173,2018,2.185
Female,No,0,Graduate,No,1811,1666.0,54000.0,360.0,1.0,Urban,1,7.501634457883413,10.896739325546411,2016,2.51
Male,Yes,0,Graduate,No,20667,0.0,128000.0,360.0,1.0,Rural,0,9.936293504261306,11.759785542901755,2019,2.0125
Male,No,0,Graduate,No,3158,3053.0,89000.0,360.0,1.0,Rural,1,8.057694194815587,11.396391648714276,2020,1.855
Female,No,0,Graduate,Yes,2600,1717.0,99000.0,300.0,1.0,Semiurban,0,7.8632667240095735,11.502875129116727,2022,2.1725
Male,Yes,0,Graduate,No,3704,2000.0,120000.0,360.0,1.0,Rural,1,8.21716859576607,11.695247021764184,2016,2.51
Female,No,0,Graduate,No,4124,0.0,115000.0,360.0,1.0,Semiurban,1,8.32457884513685,11.652687407345388,2018,2.185
Male,No,0,Graduate,No,9508,0.0,187000.0,360.0,1.0,Rural,1,9.159888828480085,12.138863895836725,2017,2.3274999999999997
Male,Yes,0,Graduate,No,3075,2416.0,139000.0,360.0,1.0,Rural,1,8.031060180240619,11.842229212112828,2024,4.5175
Male,Yes,2,Graduate,No,4400,0.0,127000.0,360.0,0.0,Semiurban,0,8.389359819906353,11.751942365440728,2021,1.8275000000000001
Male,Yes,2,Graduate,No,3153,1560.0,134000.0,360.0,1.0,Urban,1,8.056109659545061,11.805595078933049,2018,2.185
Female,No,0,Graduate,No,5417,0.0,143000.0,480.0,0.0,Urban,0,8.597297435657898,11.870599909242044,2023,4.51
Male,Yes,0,Graduate,No,2383,3334.0,172000.0,360.0,1.0,Semiurban,1,7.776115477098742,12.05524975579559,2023,4.51
Male,Yes,3+,Graduate,No,4416,1250.0,110000.0,360.0,1.0,Urban,1,8.392989587956931,11.608235644774552,2017,2.3274999999999997
Male,Yes,1,Graduate,No,6875,0.0,200000.0,360.0,1.0,Semiurban,1,8.835646922534773,12.206072645530174,2021,1.8275000000000001
Female,Yes,1,Graduate,No,4666,0.0,135000.0,360.0,1.0,Urban,1,8.448057452581375,11.813030057420567,2022,2.1725
Female,No,0,Graduate,No,5000,2541.0,151000.0,480.0,1.0,Rural,0,8.517193191416238,11.925035115797062,2017,2.3274999999999997
Male,Yes,1,Graduate,No,2014,2925.0,113000.0,360.0,1.0,Urban,0,7.607878073278507,11.635143097694478,2017,2.3274999999999997
Male,Yes,0,Not Graduate,No,1800,2934.0,93000.0,360.0,0.0,Urban,0,7.495541943884256,11.440354772135393,2016,2.51
Male,Yes,0,Not Graduate,No,2875,1750.0,105000.0,360.0,1.0,Semiurban,1,7.963807953231451,11.56171562913966,2023,4.51
Female,No,0,Graduate,No,5000,0.0,132000.0,360.0,1.0,Rural,1,8.517193191416238,11.790557201568507,2016,2.51
Male,Yes,1,Graduate,No,1625,1803.0,96000.0,360.0,1.0,Urban,1,7.393263094763838,11.472103470449973,2024,4.5175
Male,No,0,Graduate,No,4000,2500.0,140000.0,360.0,1.0,Rural,1,8.294049640102028,11.84939770159144,2021,1.8275000000000001
Male,No,0,Not Graduate,No,2000,0.0,128000.0,360.0,1.0,Urban,0,7.600902459542082,11.759785542901755,2022,2.1725
Female,No,0,Graduate,No,3762,1666.0,135000.0,360.0,1.0,Rural,1,8.232706009860976,11.813030057420567,2022,2.1725
Female,No,0,Graduate,No,2400,1863.0,104000.0,360.0,0.0,Urban,0,7.783224016336037,11.55214617812351,2018,2.185
Male,No,0,Graduate,No,20233,0.0,480000.0,360.0,1.0,Rural,0,9.915070213779195,13.081541382884074,2017,2.3274999999999997
Male,Yes,2,Not Graduate,No,7667,0.0,185000.0,360.0,1.0,Rural,1,8.944680683558895,12.128111104060462,2024,4.5175
Female,No,0,Graduate,No,2917,0.0,84000.0,360.0,1.0,Semiurban,1,7.978310969867722,11.33857207782545,2023,4.51
Male,No,0,Not Graduate,No,2927,2405.0,111000.0,360.0,1.0,Semiurban,1,7.9817332866918855,11.617285480294472,2022,2.1725
Female,No,0,Graduate,No,2507,0.0,56000.0,360.0,1.0,Rural,1,7.826842098158293,10.933106969717286,2024,4.5175
Male,Yes,2,Graduate,Yes,5746,0.0,144000.0,84.0,1.0,Rural,1,8.656259239539235,11.877568578558138,2019,2.0125
Male,Yes,0,Graduate,No,2473,1843.0,159000.0,360.0,1.0,Rural,0,7.813187267521416,11.976659481202368,2019,2.0125
Male,Yes,1,Not Graduate,No,3399,1640.0,111000.0,180.0,1.0,Urban,1,8.131236549696116,11.617285480294472,2016,2.51
Male,Yes,2,Graduate,No,3717,0.0,120000.0,360.0,1.0,Semiurban,1,8.220672170297252,11.695247021764184,2023,4.51
Male,Yes,0,Graduate,No,2058,2134.0,88000.0,360.0,1.0,Urban,1,7.629489916393995,11.385092093460344,2018,2.185
Female,No,1,Graduate,No,3541,0.0,112000.0,360.0,1.0,Semiurban,1,8.172164452111904,11.626254150277232,2022,2.1725
Male,Yes,1,Graduate,Yes,10000,0.0,155000.0,360.0,1.0,Rural,0,9.210340371976184,11.951180395901384,2017,2.3274999999999997
Male,Yes,0,Graduate,No,2400,2167.0,115000.0,360.0,1.0,Semiurban,1,7.783224016336037,11.652687407345388,2017,2.3274999999999997
Male,Yes,3+,Graduate,No,4342,189.0,124000.0,360.0,1.0,Semiurban,1,8.376090350438238,11.728036844587175,2022,2.1725
Male,Yes,2,Not Graduate,No,3601,1590.0,128000.0,360.0,1.0,Rural,1,8.188966863648876,11.759785542901755,2021,1.8275000000000001
Female,No,0,Graduate,No,3166,2985.0,132000.0,360.0,1.0,Rural,1,8.060224240440958,11.790557201568507,2018,2.185
Male,Yes,3+,Graduate,No,15000,0.0,300000.0,360.0,1.0,Rural,1,9.615805480084347,12.611537753638338,2024,4.5175
Male,Yes,1,Graduate,Yes,8666,4983.0,376000.0,360.0,0.0,Rural,0,9.067162602299854,12.837344422372032,2021,1.8275000000000001
Male,No,0,Graduate,No,4917,0.0,130000.0,360.0,0.0,Rural,1,8.50045386741194,11.77528972943772,2021,1.8275000000000001
Male,Yes,0,Graduate,Yes,5818,2160.0,184000.0,360.0,1.0,Semiurban,1,8.668711839055147,12.122691036591123,2016,2.51
Female,Yes,0,Graduate,No,4333,2451.0,110000.0,360.0,1.0,Urban,0,8.374015421739909,11.608235644774552,2019,2.0125
Female,No,0,Graduate,No,2500,0.0,67000.0,360.0,1.0,Urban,1,7.824046010856292,11.112447898373103,2021,1.8275000000000001
Male,No,1,Graduate,No,4384,1793.0,117000.0,360.0,1.0,Urban,1,8.385716828627851,11.669929213779893,2021,1.8275000000000001
Male,No,0,Graduate,No,2935,0.0,98000.0,360.0,1.0,Semiurban,1,7.984462732262196,11.49272275765271,2020,1.855
Male,No,0,Graduate,No,2833,0.0,71000.0,360.0,1.0,Urban,1,7.949091499830517,11.170435156023453,2016,2.51
Male,Yes,0,Graduate,No,63337,0.0,490000.0,180.0,1.0,Urban,1,11.05622495553552,13.102160670086809,2023,4.51
Male,Yes,1,Graduate,Yes,9833,1833.0,182000.0,180.0,1.0,Urban,1,9.193499354780156,12.111761966058932,2020,1.855
Male,Yes,0,Graduate,Yes,5503,4490.0,70000.0,360.0,1.0,Semiurban,1,8.613048677059759,11.156250521031495,2020,1.855
Male,Yes,1,Graduate,No,5250,688.0,160000.0,360.0,1.0,Rural,1,8.565983355585669,11.982929094215963,2022,2.1725
Male,Yes,2,Graduate,Yes,2500,4600.0,176000.0,360.0,1.0,Rural,1,7.824046010856292,12.078239274020289,2019,2.0125
Female,No,3+,Not Graduate,No,1830,0.0,128000.0,360.0,0.0,Urban,0,7.512071245835466,11.759785542901755,2021,1.8275000000000001
Female,No,0,Graduate,No,4160,0.0,71000.0,360.0,1.0,Semiurban,1,8.333270353255308,11.170435156023453,2019,2.0125
Male,Yes,3+,Not Graduate,No,2647,1587.0,173000.0,360.0,1.0,Rural,0,7.881182202227102,12.061046873479915,2018,2.185
Female,No,0,Graduate,No,2378,0.0,46000.0,360.0,1.0,Rural,0,7.774015077250727,10.736396675471232,2022,2.1725
Male,Yes,1,Not Graduate,No,4554,1229.0,158000.0,360.0,1.0,Urban,1,8.423761246623686,11.970350312009105,2023,4.51
Male,Yes,3+,Not Graduate,No,3173,0.0,74000.0,360.0,1.0,Semiurban,1,8.062432791583195,11.211820372186306,2019,2.0125
Male,Yes,2,Graduate,No,2583,2330.0,125000.0,360.0,1.0,Rural,1,7.8567067930958405,11.736069016284437,2017,2.3274999999999997
Male,Yes,0,Graduate,No,2499,2458.0,160000.0,360.0,1.0,Semiurban,1,7.823645930834952,11.982929094215963,2018,2.185
Male,Yes,0,Not Graduate,No,3523,3230.0,152000.0,360.0,0.0,Rural,0,8.167068178341237,11.931635799828413,2016,2.51
Male,Yes,2,Not Graduate,No,3083,2168.0,126000.0,360.0,1.0,Urban,1,8.03365842788615,11.744037185933616,2023,4.51
Male,Yes,0,Graduate,No,6333,4583.0,259000.0,360.0,1.0,Semiurban,1,8.753529336516431,12.464583340681674,2018,2.185
Male,Yes,0,Graduate,No,2625,6250.0,187000.0,360.0,1.0,Rural,1,7.872836175025724,12.138863895836725,2022,2.1725
Male,Yes,0,Graduate,No,9083,0.0,228000.0,360.0,1.0,Semiurban,1,9.114159813502214,12.337100907936577,2020,1.855
Male,No,0,Graduate,No,8750,4167.0,308000.0,360.0,1.0,Rural,0,9.07680897935166,12.637855061955712,2020,1.855
Male,Yes,3+,Graduate,No,2666,2083.0,95000.0,360.0,1.0,Rural,1,7.888334500738654,11.461632170582678,2022,2.1725
Female,Yes,0,Graduate,Yes,5500,0.0,105000.0,360.0,0.0,Rural,0,8.612503371220562,11.56171562913966,2024,4.5175
Female,Yes,0,Graduate,No,2423,505.0,130000.0,360.0,1.0,Semiurban,1,7.792761720816526,11.77528972943772,2020,1.855
Female,No,0,Graduate,No,3813,0.0,116000.0,180.0,1.0,Urban,1,8.246171559857563,11.661345470088502,2016,2.51
Male,Yes,2,Graduate,No,8333,3167.0,165000.0,360.0,1.0,Rural,1,9.027978814382207,12.013700752882718,2016,2.51
Male,Yes,1,Graduate,No,3875,0.0,67000.0,360.0,1.0,Urban,0,8.262300941787448,11.112447898373103,2017,2.3274999999999997
Male,Yes,0,Not Graduate,No,3000,1666.0,100000.0,480.0,0.0,Urban,0,8.006367567650246,11.512925464970229,2021,1.8275000000000001
Male,Yes,3+,Graduate,No,5167,3167.0,200000.0,360.0,1.0,Semiurban,1,8.550047528287184,12.206072645530174,2024,4.5175
Female,No,1,Graduate,No,4723,0.0,81000.0,360.0,1.0,Semiurban,0,8.460199469896118,11.302204433654575,2023,4.51
Male,Yes,2,Graduate,No,5000,3667.0,236000.0,360.0,1.0,Semiurban,1,8.517193191416238,12.371587084007746,2020,1.855
Male,Yes,0,Graduate,No,4750,2333.0,130000.0,360.0,1.0,Urban,1,8.465899897028686,11.77528972943772,2016,2.51
Male,Yes,0,Graduate,No,3013,3033.0,95000.0,300.0,1.0,Urban,1,8.0106915391303,11.461632170582678,2022,2.1725
Male,No,0,Graduate,Yes,6822,0.0,141000.0,360.0,1.0,Rural,1,8.82790796297859,11.856515169360305,2020,1.855
Male,No,0,Not Graduate,No,6216,0.0,133000.0,360.0,1.0,Rural,0,8.734881892047483,11.79810440720389,2021,1.8275000000000001
Male,No,0,Graduate,No,2500,0.0,96000.0,480.0,1.0,Semiurban,0,7.824046010856292,11.472103470449973,2022,2.1725
Male,No,0,Graduate,No,5124,0.0,124000.0,360.0,0.0,Rural,0,8.541690663016626,11.728036844587175,2018,2.185
Male,Yes,1,Graduate,No,6325,0.0,175000.0,360.0,1.0,Semiurban,1,8.752265313595721,12.072541252905651,2018,2.185
Male,Yes,0,Graduate,No,19730,5266.0,570000.0,360.0,1.0,Rural,0,9.889895599016661,13.253391639810733,2020,1.855
Female,No,0,Graduate,Yes,15759,0.0,55000.0,360.0,1.0,Semiurban,1,9.665166909622071,10.915088464214607,2021,1.8275000000000001
Male,Yes,2,Graduate,No,5185,0.0,155000.0,360.0,1.0,Semiurban,1,8.553525120663627,11.951180395901384,2024,4.5175
Male,Yes,2,Graduate,Yes,9323,7873.0,380000.0,300.0,1.0,Rural,1,9.140239744296693,12.84792653170257,2020,1.855
Male,No,1,Graduate,No,3062,1987.0,111000.0,180.0,0.0,Urban,0,8.026823576217629,11.617285480294472,2016,2.51
Female,No,0,Graduate,No,2764,1459.0,110000.0,360.0,1.0,Urban,1,7.92443418488756,11.608235644774552,2019,2.0125
Male,Yes,0,Graduate,No,4817,923.0,120000.0,180.0,1.0,Urban,1,8.479906606630221,11.695247021764184,2020,1.855
Male,Yes,3+,Graduate,No,8750,4996.0,130000.0,360.0,1.0,Rural,1,9.07680897935166,11.77528972943772,2020,1.855
Male,Yes,0,Graduate,No,4310,0.0,130000.0,360.0,1.0,Semiurban,1,8.368693183097793,11.77528972943772,2022,2.1725
Male,No,0,Graduate,No,3069,0.0,71000.0,480.0,1.0,Urban,0,8.029107054619736,11.170435156023453,2019,2.0125
Male,Yes,2,Graduate,No,5391,0.0,130000.0,360.0,1.0,Urban,1,8.592486175451668,11.77528972943772,2016,2.51
Male,Yes,0,Graduate,No,3333,2500.0,128000.0,360.0,1.0,Semiurban,1,8.11162807830774,11.759785542901755,2020,1.855
Male,No,0,Graduate,No,5941,4232.0,296000.0,360.0,1.0,Semiurban,1,8.689632748355741,12.598114733306197,2022,2.1725
Female,No,0,Graduate,No,6000,0.0,156000.0,360.0,1.0,Urban,1,8.699514748210191,11.957611286231675,2021,1.8275000000000001
Male,No,0,Graduate,Yes,7167,0.0,128000.0,360.0,1.0,Urban,1,8.877242435993919,11.759785542901755,2020,1.855
Male,Yes,2,Graduate,No,4566,0.0,100000.0,360.0,1.0,Urban,0,8.42639282708974,11.512925464970229,2019,2.0125
Male,No,1,Graduate,No,3667,0.0,113000.0,180.0,1.0,Urban,1,8.207129168071326,11.635143097694478,2017,2.3274999999999997
Male,No,0,Not Graduate,No,2346,1600.0,132000.0,360.0,1.0,Semiurban,1,7.76046702921342,11.790557201568507,2019,2.0125
Male,Yes,0,Not Graduate,No,3010,3136.0,128000.0,360.0,0.0,Urban,0,8.009695357742922,11.759785542901755,2018,2.185
Male,Yes,0,Graduate,No,2333,2417.0,136000.0,360.0,1.0,Urban,1,7.75491027202143,11.820410164718188,2016,2.51
Male,Yes,0,Graduate,No,5488,0.0,125000.0,360.0,1.0,Rural,1,8.610319169405722,11.736069016284437,2023,4.51
Male,No,3+,Graduate,No,9167,0.0,185000.0,360.0,1.0,Rural,1,9.123365357961776,12.128111104060462,2020,1.855
Male,Yes,3+,Graduate,No,9504,0.0,275000.0,360.0,1.0,Rural,1,9.159468041602427,12.524526376648708,2019,2.0125
Male,Yes,0,Graduate,No,2583,2115.0,120000.0,360.0,1.0,Urban,1,7.8567067930958405,11.695247021764184,2023,4.51
Male,Yes,2,Not Graduate,No,1993,1625.0,113000.0,180.0,1.0,Semiurban,1,7.597396320212795,11.635143097694478,2022,2.1725
Male,Yes,2,Graduate,No,3100,1400.0,113000.0,360.0,1.0,Urban,1,8.039157390473237,11.635143097694478,2017,2.3274999999999997
Male,Yes,2,Graduate,No,3276,484.0,135000.0,360.0,1.0,Semiurban,1,8.09437844497296,11.813030057420567,2016,2.51
Female,No,0,Graduate,No,3180,0.0,71000.0,360.0,0.0,Urban,0,8.064636475774222,11.170435156023453,2019,2.0125
Male,Yes,0,Graduate,No,3033,1459.0,95000.0,360.0,1.0,Urban,1,8.017307507688582,11.461632170582678,2023,4.51
Male,No,0,Not Graduate,No,3902,1666.0,109000.0,360.0,1.0,Rural,1,8.269244521183056,11.59910316121128,2017,2.3274999999999997
Female,No,0,Graduate,No,1500,1800.0,103000.0,360.0,0.0,Semiurban,0,7.313220387090301,11.542484267211773,2018,2.185
Male,Yes,2,Not Graduate,No,2889,0.0,45000.0,180.0,0.0,Urban,0,7.968665700466235,10.714417768752456,2016,2.51
Male,No,0,Not Graduate,No,2755,0.0,65000.0,300.0,1.0,Rural,0,7.9211727215870145,11.082142548877775,2016,2.51
Male,No,0,Graduate,No,2500,20000.0,103000.0,360.0,1.0,Semiurban,1,7.824046010856292,11.542484267211773,2018,2.185
Female,No,0,Not Graduate,No,1963,0.0,53000.0,360.0,1.0,Semiurban,1,7.5822291942764615,10.87804719253426,2020,1.855
Female,No,0,Graduate,Yes,7441,0.0,194000.0,360.0,1.0,Rural,0,8.914760527397261,12.175613438045465,2018,2.185
Female,No,0,Graduate,No,4547,0.0,115000.0,360.0,1.0,Semiurban,1,8.42222295382501,11.652687407345388,2016,2.51
Male,Yes,0,Not Graduate,No,2167,2400.0,115000.0,360.0,1.0,Urban,1,7.681099001536359,11.652687407345388,2016,2.51
Female,No,0,Not Graduate,No,2213,0.0,66000.0,360.0,1.0,Rural,1,7.70210434005105,11.097410021008562,2023,4.51
